Frame Number,C1,C2,C3,C4
10806,0,0,0,1
10807,0,0,0,1
10808,0,0,0,1
10809,0,0,0,1
10810,0,0,0,1
10811,0,0,0,1
10812,0,0,0,1
10813,0,0,0,1
10814,0,0,0,1
10815,0,0,0,1
10816,0,0,0,1
10817,0,0,0,1
10818,0,0,0,1
10819,0,0,0,1
10820,0,0,0,1
10821,0,0,0,1
10822,0,0,0,1
10823,0,0,0,1
10824,0,0,0,1
10825,0,0,0,1
10826,0,0,0,1
10827,0,0,0,1
10828,0,0,0,1
10829,0,0,0,1
10830,0,0,0,1
10831,0,0,0,1
10832,0,0,0,1
10833,0,0,0,1
10834,0,0,0,1
10835,0,0,0,1
10836,0,0,0,1
10837,0,0,0,1
10838,0,0,0,1
10839,0,0,0,1
10840,0,0,0,1
10841,0,0,0,1
10842,0,0,0,1
10843,0,0,0,1
10844,0,0,0,1
10845,0,0,0,1
10846,0,0,0,1
10847,0,0,0,1
10848,0,0,0,1
10849,0,0,0,1
10850,0,0,0,1
10851,0,0,0,1
10852,0,0,0,1
10853,0,0,0,1
10854,0,0,0,1
10855,0,0,0,1
10856,0,0,0,1
10857,0,0,0,1
10858,0,0,0,1
10859,0,0,0,1
10860,0,0,0,1
10861,0,0,0,1
10862,0,0,0,1
10863,0,0,0,1
10864,0,0,0,1
10865,0,0,0,1
10866,0,0,0,1
10868,0,0,0,1
10869,0,0,0,1
10870,0,0,0,1
10871,0,0,0,1
10872,0,0,0,1
10873,0,0,0,1
10874,0,0,0,1
10875,0,0,0,1
10876,0,0,0,1
10877,0,0,0,1
10878,0,0,0,1
10879,0,0,0,1
10880,0,0,0,1
10881,0,0,0,1
10884,0,0,0,1
10885,0,0,0,1
10886,0,0,0,1
10887,0,0,0,1
10888,0,0,0,1
10889,0,0,0,1
10890,0,0,0,1
10891,0,0,0,1
10892,0,0,0,1
10893,0,0,0,1
10894,0,0,0,1
10895,0,0,0,1
10896,0,0,0,1
10897,0,0,0,1
10898,0,0,0,1
10899,0,0,0,1
10900,0,0,0,1
10901,0,0,0,1
10902,0,0,0,1
10903,0,0,0,1
10924,0,0,0,1
10925,0,0,0,1
10926,0,0,0,1
10927,0,0,0,1
10928,0,0,0,1
10929,0,0,0,1
10930,0,0,0,1
10931,0,0,0,1
10935,0,0,0,1
10936,0,0,0,1
10937,0,0,0,1
10950,0,0,0,1
10951,0,0,0,1
10952,0,0,0,1
10953,0,0,0,1
10954,0,0,0,1
10957,0,0,0,1
10958,0,0,0,1
10959,0,0,0,1
10960,0,0,0,1
10961,0,0,0,1
10962,0,0,0,1
10963,0,0,0,1
10964,0,0,0,1
10965,0,0,0,1
10966,0,0,0,1
10967,0,0,0,1
10968,0,0,0,1
10987,0,0,0,1
10988,0,0,0,1
10989,0,0,0,1
10990,0,0,0,1
10991,0,0,0,1
10992,0,0,0,1
10993,0,0,0,1
11014,0,0,0,1
11015,0,0,0,1
11016,0,0,0,1
11025,0,0,0,1
11026,0,0,0,1
11062,0,0,0,1
11063,0,0,0,1
11065,0,0,0,1
11066,0,0,0,1
11075,0,0,0,1
11076,0,0,0,1
11077,0,0,0,1
11091,0,0,0,1
11092,0,0,0,1
11093,0,0,0,1
11094,0,0,0,1
11095,0,0,0,1
11096,0,0,0,1
11097,0,0,0,1
11098,0,0,0,1
11099,0,0,0,1
11100,0,0,0,1
11101,0,0,0,1
11102,0,0,0,1
11103,0,0,0,1
11104,0,0,0,1
11115,0,0,0,1
11116,0,0,0,1
11117,0,0,0,1
11118,0,0,0,1
11119,0,0,0,1
11127,0,0,0,1
11129,0,0,0,1
11130,0,0,0,1
11131,0,0,0,1
11132,0,0,0,1
11133,0,0,0,1
11134,0,0,0,1
11135,0,0,0,1
11144,0,0,0,1
11145,0,0,0,1
11146,0,0,0,1
11159,0,0,0,1
11160,0,0,0,1
11161,0,0,0,1
11162,0,0,0,1
11163,0,0,0,1
11165,0,0,0,1
11166,0,0,0,1
11174,0,0,0,1
11175,0,0,0,1
11176,0,0,0,1
11177,0,0,0,1
11178,0,0,0,1
11179,0,0,0,1
11180,0,0,0,1
11181,0,0,0,1
11182,0,0,0,1
11183,0,0,0,1
11189,0,0,0,1
11190,0,0,0,1
11191,0,0,0,1
11192,0,0,0,1
11193,0,0,0,1
11209,0,0,0,1
11210,0,0,0,1
11211,0,0,0,1
11212,0,0,0,1
11213,0,0,0,1
11214,0,0,0,1
11215,0,0,0,1
11216,0,0,0,1
11217,0,0,0,1
11218,0,0,0,1
11219,0,0,0,1
11220,0,0,0,1
11221,0,0,0,1
11222,0,0,0,1
11223,0,0,0,1
11224,0,0,0,1
11225,0,0,0,1
11226,0,0,0,1
11227,0,0,0,1
11228,0,0,0,1
11229,0,0,0,1
11230,0,0,0,1
11231,0,0,0,1
11232,0,0,0,1
11233,0,0,0,1
11234,0,0,0,1
11235,0,0,0,1
11236,0,0,0,1
11237,0,0,0,1
11238,0,0,0,1
11239,0,0,0,1
11240,0,0,0,1
11241,0,0,0,1
11242,0,0,0,1
11252,0,0,0,1
11253,0,0,0,1
11254,0,0,0,1
11255,0,0,0,1
11256,0,0,0,1
11257,0,0,0,1
11258,0,0,0,1
11259,0,0,0,1
11260,0,0,0,1
11261,0,0,0,1
11262,0,0,0,1
11263,0,0,0,1
11264,0,0,0,1
11265,0,0,0,1
11266,0,0,0,1
11267,0,0,0,1
11268,0,0,0,1
11269,0,0,0,1
11270,0,0,0,1
11271,0,0,0,1
11272,0,0,0,1
11273,0,0,0,1
11274,0,0,0,1
11275,0,0,0,1
11276,0,0,0,1
11277,0,0,0,1
11278,0,0,0,1
11279,0,0,0,1
11280,0,0,0,1
11281,0,0,0,1
11282,0,0,0,1
11283,0,0,0,1
11284,0,0,0,1
11285,0,0,0,1
11286,0,0,0,1
11287,0,0,0,1
11288,0,0,0,1
11289,0,0,0,1
11290,0,0,0,1
11291,0,0,0,1
11292,0,0,0,1
11293,0,0,0,1
11294,0,0,0,1
11295,0,0,0,1
11296,0,0,0,1
11297,0,0,0,1
11298,0,0,0,1
11299,0,0,0,1
11300,0,0,0,1
11301,0,0,0,1
11302,0,0,0,1
11303,0,0,0,1
11304,0,0,0,1
11306,0,0,0,1
11307,0,0,0,1
11308,0,0,0,1
11309,0,0,0,1
11310,0,0,0,1
11311,0,0,0,1
11312,0,0,0,1
11313,0,0,0,1
11314,0,0,0,1
11315,0,0,0,1
11316,0,0,0,1
11317,0,0,0,1
11318,0,0,0,1
11319,0,0,0,1
11328,0,0,0,1
11329,0,0,0,1
11330,0,0,0,1
11331,0,0,0,1
11332,0,0,0,1
11333,0,0,0,1
11334,0,0,0,1
11335,0,0,0,1
11336,0,0,0,1
11337,0,0,0,1
11338,0,0,0,1
11339,0,0,0,1
11340,0,0,0,1
11341,0,0,0,1
11342,0,0,0,1
11343,0,0,0,1
11345,0,0,0,1
11346,0,0,0,1
11347,0,0,0,1
11351,0,0,0,1
11352,0,0,0,1
11353,0,0,0,1
11354,0,0,0,1
11355,0,0,0,1
11356,0,0,0,1
11357,0,0,0,1
11358,0,0,0,1
11359,0,0,0,1
11360,0,0,0,1
11361,0,0,0,1
11362,0,0,0,1
11363,0,0,0,1
11364,0,0,0,1
11365,0,0,0,1
11366,0,0,0,1
11367,0,0,0,1
11368,0,0,0,1
11369,0,0,0,1
11370,0,0,0,1
11371,0,0,0,1
11372,0,0,0,1
11373,0,0,0,1
11374,0,0,0,1
11375,0,0,0,1
11376,0,0,0,1
11377,0,0,0,1
11378,0,0,0,1
11379,0,0,0,1
11380,0,0,0,1
11383,0,0,0,1
11384,0,0,0,1
11385,0,0,0,1
11386,0,0,0,1
11387,0,0,0,1
11388,0,0,0,1
11389,0,0,0,1
11390,0,0,0,1
11391,0,0,0,1
11392,0,0,0,1
11393,0,0,0,1
11394,0,0,0,1
11395,0,0,0,1
11396,0,0,0,1
11397,0,0,0,1
11398,0,0,0,1
11399,0,0,0,1
11400,0,0,0,1
11401,0,0,0,1
11403,0,0,0,1
11404,0,0,0,1
11405,0,0,0,1
11406,0,0,0,1
11407,0,0,0,1
11408,0,0,0,1
11409,0,0,0,1
11410,0,0,0,1
11411,0,0,0,1
11412,0,0,0,1
11413,0,0,0,1
11414,0,0,0,1
11415,0,0,0,1
11416,0,0,0,1
11417,0,0,0,1
11418,0,0,0,1
11419,0,0,0,1
11420,0,0,0,1
11421,0,0,0,1
11424,0,0,0,1
11428,0,0,0,1
11429,0,0,0,1
11430,0,0,0,1
11431,0,0,0,1
11432,0,0,0,1
11433,0,0,0,1
11434,0,0,0,1
11441,1,0,0,0
11443,1,0,0,0
11449,0,0,0,1
11454,0,0,0,1
11455,0,0,0,1
11456,0,0,0,1
11457,0,0,0,1
11458,0,0,0,1
11459,0,0,0,1
11474,1,0,0,0
11475,1,0,0,0
11476,1,0,0,0
11477,1,0,0,0
11478,1,0,0,0
11479,1,0,0,0
11480,1,0,0,0
11493,1,0,0,0
11494,1,0,0,0
11495,1,0,0,0
11496,1,0,0,0
11528,1,0,0,0
11529,1,0,0,0
11530,1,0,0,0
11531,1,0,0,0
11532,1,0,0,0
11533,1,0,0,0
11534,1,0,0,0
11535,1,0,0,0
11536,1,0,0,0
11537,1,0,0,0
11538,1,0,0,0
11539,1,0,0,0
11540,1,0,0,0
11541,1,0,0,0
11542,1,0,0,0
11549,1,0,0,0
11550,1,0,0,0
11551,1,0,0,0
11552,1,0,0,0
11553,1,0,0,0
11554,1,0,0,0
11555,1,0,0,0
11556,1,0,0,0
11557,1,0,0,0
11558,1,0,0,0
11559,1,0,0,0
11560,1,0,0,0
11561,1,0,0,0
11562,1,0,0,0
11563,1,0,0,0
11564,1,0,0,0
11565,1,0,0,0
11566,1,0,0,0
11567,1,0,0,0
11568,1,0,0,0
11569,1,0,0,0
11570,1,0,0,0
11571,1,0,0,0
11572,1,0,0,0
11573,1,0,0,0
11574,1,0,0,0
11575,1,0,0,0
11576,1,0,0,0
11577,1,0,0,0
11578,1,0,0,0
11579,1,0,0,0
11580,1,0,0,0
11581,1,0,0,0
11582,1,0,0,0
11583,1,0,0,0
11584,1,0,0,0
11585,1,0,0,0
11586,1,0,0,0
11587,1,0,0,0
11588,1,0,0,0
11589,1,0,0,0
11590,1,0,0,0
11591,1,0,0,0
11592,1,0,0,0
11593,1,0,0,0
11594,1,0,0,0
11595,1,0,0,0
11596,1,0,0,0
11597,1,0,0,0
11598,1,0,0,0
11599,1,0,0,0
11600,1,0,0,0
11601,1,0,0,0
11602,1,0,0,0
11603,1,0,0,0
11604,1,0,0,0
11605,1,0,0,0
11606,1,0,0,0
11618,1,0,0,0
11619,1,0,0,0
11620,1,0,0,0
11621,1,0,0,0
11622,1,0,0,0
11623,1,0,0,0
11624,1,0,0,0
11625,1,0,0,0
11626,1,0,0,0
11627,1,0,0,0
11628,1,0,0,0
11629,1,0,0,0
11630,1,0,0,0
11631,1,0,0,0
11632,1,0,0,0
11633,1,0,0,0
11634,1,0,0,0
11635,1,0,0,0
11636,1,0,0,0
11637,1,0,0,0
11638,1,0,0,0
11639,1,0,0,0
11640,1,0,0,0
11641,1,0,0,0
11642,1,0,0,0
11643,1,0,0,0
11644,1,0,0,0
11645,1,0,0,0
11646,1,0,0,0
11647,1,0,0,0
11648,1,0,0,0
11649,1,0,0,0
11650,1,0,0,0
11651,1,0,0,0
11652,1,0,0,0
11653,1,0,0,0
11654,1,0,0,0
11655,1,0,0,0
11656,1,0,0,0
11657,1,0,0,0
11658,1,0,0,0
11659,1,0,0,0
11660,1,0,0,0
11661,1,0,0,0
11662,1,0,0,0
11663,1,0,0,0
11664,1,0,0,0
11665,1,0,0,0
11673,1,0,0,0
11674,1,0,0,0
11675,1,0,0,0
11676,1,0,0,0
11677,1,0,0,0
11678,1,0,0,0
11679,1,0,0,0
11680,1,0,0,0
11681,1,0,0,0
11682,1,0,0,0
11683,1,0,0,0
11684,1,0,0,0
11685,1,0,0,0
11686,1,0,0,0
11687,1,0,0,0
11688,1,0,0,0
11689,1,0,0,0
11690,1,0,0,0
11715,1,0,0,0
11716,1,0,0,0
11717,1,0,0,0
11718,1,0,0,0
11719,1,0,0,0
11720,1,0,0,0
11721,1,0,0,0
11728,1,0,0,0
11729,1,0,0,0
11744,1,0,0,0
11745,1,0,0,0
11746,1,0,0,0
11747,1,0,0,0
11748,1,0,0,0
11749,1,0,0,0
11792,1,0,0,0
11793,1,0,0,0
11794,1,0,0,0
11795,1,0,0,0
11796,1,0,0,0
11797,1,0,0,0
11798,1,0,0,0
11799,1,0,0,0
11800,1,0,0,0
11801,1,0,0,0
11802,1,0,0,0
11803,1,0,0,0
11836,1,0,0,0
11837,1,0,0,0
11838,1,0,0,0
11839,1,0,0,0
11840,1,0,0,0
11841,1,0,0,0
11842,1,0,0,0
11843,1,0,0,0
11844,1,0,0,0
11845,1,0,0,0
11846,1,0,0,0
11847,1,0,0,0
11848,1,0,1,0
11849,1,0,1,0
11850,1,0,1,0
11851,1,0,1,0
11852,1,0,1,0
11853,1,0,1,0
11854,1,0,1,0
11855,1,0,1,0
11856,1,0,1,0
11857,1,0,1,0
11858,1,0,1,0
11859,1,0,1,0
11860,1,0,1,0
11861,1,0,1,0
11862,1,0,1,0
11863,1,0,1,0
11864,1,0,1,0
11865,1,0,1,0
11866,1,0,1,0
11867,1,0,1,0
11868,1,0,1,0
11869,1,0,1,0
11870,1,0,1,0
11871,1,0,1,0
11872,1,0,1,0
11873,1,0,1,0
11874,1,0,1,0
11875,1,0,1,0
11876,1,0,1,0
11877,1,0,1,0
11878,1,0,1,0
11879,1,0,1,0
11880,1,0,1,0
11881,1,0,1,0
11882,1,0,1,0
11883,1,0,1,0
11884,1,0,1,0
11885,1,0,1,0
11886,1,0,1,0
11887,1,0,1,0
11888,1,0,1,0
11889,1,0,1,0
11890,1,0,1,0
11891,1,0,1,0
11892,1,0,1,0
11893,1,0,1,0
11894,1,0,1,0
11895,1,0,1,0
11896,1,0,1,0
11897,1,0,1,0
11898,1,0,1,0
11899,1,0,1,0
11900,1,0,1,0
11901,1,0,1,0
11902,1,0,1,0
11903,1,0,1,0
11904,1,0,1,0
11905,1,0,1,0
11906,1,0,1,0
11907,1,0,1,0
11908,1,0,1,0
11909,1,0,1,0
11910,1,0,1,0
11911,1,0,1,0
11912,1,0,1,0
11913,1,0,1,0
11914,1,0,1,0
11915,1,0,1,0
11916,1,0,1,0
11917,1,0,1,0
11918,1,0,1,0
11919,1,0,1,0
11920,1,0,1,0
11921,1,0,1,0
11922,1,0,1,0
11923,1,0,1,0
11924,1,0,1,0
11925,1,0,1,0
11926,1,0,1,0
11927,1,0,1,0
11928,1,0,1,0
11929,1,0,1,0
11930,1,0,1,0
11931,1,0,1,0
11932,1,0,1,0
11933,1,0,1,0
11934,1,0,1,0
11935,1,0,1,0
11936,1,0,1,0
11937,1,0,1,0
11938,1,0,1,0
11939,1,0,1,0
11940,1,0,1,0
11941,1,0,1,0
11942,1,0,1,0
11943,1,0,1,0
11944,1,0,1,0
11945,1,0,1,0
11946,0,0,1,0
11947,0,0,1,0
11948,0,0,1,0
11949,0,0,1,0
11950,0,0,1,0
11951,0,0,1,0
11952,0,0,1,0
11953,0,0,1,0
11954,0,0,1,0
11955,0,0,1,0
11956,0,0,1,0
11957,1,0,1,0
11958,1,0,1,0
11959,1,0,1,0
11960,1,0,1,0
11961,1,0,1,0
11962,1,0,1,0
11963,1,0,1,0
11964,1,0,1,0
11965,1,0,1,0
11966,1,0,1,0
11967,1,0,1,0
11968,1,0,1,0
11969,1,0,1,0
11970,0,0,1,0
11971,0,0,1,0
11972,1,0,1,0
11973,1,0,1,0
11974,0,0,1,0
11975,1,0,1,0
11976,1,0,1,0
11977,1,0,1,0
11978,1,0,1,0
11979,1,0,1,0
11980,1,0,1,0
11981,1,0,1,0
11982,1,0,1,0
11983,1,0,1,0
11984,1,0,1,0
11985,1,0,1,0
11986,1,0,1,0
11987,1,0,1,0
11988,1,0,1,0
11989,1,0,1,0
11990,1,0,1,0
11991,1,0,1,0
11992,1,0,1,0
11993,1,0,1,0
11994,1,0,1,0
11995,1,0,1,0
11996,1,0,1,0
11997,1,0,1,0
11998,1,0,1,0
11999,1,0,1,0
12000,1,0,1,0
12001,1,0,1,0
12002,1,0,1,0
12003,1,0,1,0
12004,1,0,1,0
12005,1,0,1,0
12006,1,0,1,0
12007,1,0,1,0
12008,1,0,1,0
12009,1,0,1,0
12010,1,0,1,0
12011,1,0,1,0
12012,1,0,1,0
12013,1,0,1,0
12014,1,0,1,0
12015,1,0,1,0
12016,1,0,1,0
12017,1,0,1,0
12018,1,0,1,0
12019,1,0,1,0
12020,1,0,1,0
12021,1,0,1,0
12022,1,0,1,0
12023,1,0,1,0
12024,1,0,1,0
12025,1,0,1,0
12026,1,0,1,0
12027,1,0,1,0
12028,1,0,1,0
12029,1,0,1,0
12030,1,0,1,0
12031,0,0,1,0
12032,0,0,1,0
12033,0,0,1,0
12034,0,0,1,0
12035,0,0,1,0
12036,0,0,1,0
12037,0,0,1,0
12038,0,0,1,0
12039,0,0,1,0
12040,0,0,1,0
12041,0,0,1,0
12042,0,0,1,0
12043,0,0,1,0
12044,0,0,1,0
12045,0,0,1,0
12046,0,0,1,0
12047,0,0,1,0
12048,0,0,1,0
12049,0,0,1,0
12050,0,0,1,0
12051,0,0,1,0
12052,0,0,1,0
12053,0,0,1,0
12054,0,0,1,0
12055,0,0,1,0
12056,0,0,1,0
12057,1,0,1,0
12058,1,0,1,0
12059,1,0,1,0
12060,1,0,1,0
12061,1,0,1,0
12062,1,0,1,0
12063,1,0,1,0
12064,1,0,1,0
12065,1,0,1,0
12066,1,0,1,0
12067,1,0,1,0
12068,1,0,1,0
12069,1,0,1,0
12070,1,0,1,0
12071,1,0,1,0
12072,1,0,1,0
12073,1,0,1,0
12074,1,0,1,0
12075,1,0,1,0
12076,1,0,1,0
12077,1,0,1,0
12078,1,0,1,0
12079,1,0,1,0
12080,1,0,1,0
12081,1,0,1,0
12082,1,0,1,0
12083,1,0,1,0
12084,1,0,1,0
12085,1,0,1,0
12086,1,0,1,0
12087,1,0,1,0
12088,1,0,1,0
12089,1,0,1,0
12090,1,0,1,0
12091,1,0,1,0
12092,1,0,1,0
12093,1,0,1,0
12094,1,0,1,0
12095,1,0,1,0
12096,1,0,1,0
12097,1,0,1,0
12098,1,0,1,0
12099,1,0,1,0
12100,1,0,1,0
12101,1,0,1,0
12102,1,0,1,0
12103,1,0,1,0
12104,1,0,1,0
12105,1,0,1,0
12106,1,0,1,0
12107,1,0,1,0
12108,1,0,1,0
12109,1,0,1,0
12110,1,0,1,0
12111,1,0,1,0
12112,1,0,1,0
12113,1,0,1,0
12114,1,0,1,0
12115,1,0,1,0
12116,1,0,1,0
12117,1,0,1,0
12118,1,0,1,0
12119,1,0,1,0
12120,1,0,1,0
12121,1,0,1,0
12122,1,0,1,0
12123,1,0,1,0
12124,1,0,1,0
12125,1,0,1,0
12126,1,0,1,0
12127,1,0,1,0
12128,1,0,1,0
12129,1,0,1,0
12130,1,0,1,0
12131,1,0,1,0
12132,1,0,1,0
12133,1,0,1,0
12134,1,0,1,0
12135,1,0,1,0
12136,1,0,1,0
12137,1,0,1,0
12138,1,0,1,0
12139,1,0,1,0
12140,1,0,1,0
12141,1,0,1,0
12142,1,0,1,0
12143,1,0,1,0
12144,1,0,1,0
12145,1,0,1,0
12146,1,0,1,0
12147,1,0,1,0
12148,1,0,1,0
12149,1,0,1,0
12150,1,0,1,0
12151,1,0,1,0
12152,1,0,1,0
12153,1,0,1,0
12154,1,0,1,0
12155,1,0,1,0
12156,1,0,1,0
12157,1,0,1,0
12158,1,0,1,0
12159,1,0,1,0
12160,1,0,1,0
12161,1,0,1,0
12162,1,0,1,0
12163,1,0,1,0
12164,1,0,1,0
12165,1,0,1,0
12166,1,0,1,0
12167,1,0,1,0
12168,1,0,1,0
12169,1,0,1,0
12170,1,0,1,0
12171,1,0,1,0
12172,1,0,1,0
12173,1,0,1,0
12174,1,0,1,0
12175,1,0,1,0
12176,1,0,1,0
12177,1,0,1,0
12178,1,0,1,0
12179,1,0,1,0
12180,1,0,1,0
12181,1,0,1,0
12182,1,0,1,0
12183,1,0,1,0
12184,1,0,1,0
12185,1,0,1,0
12186,1,0,1,0
12187,1,0,1,0
12188,1,0,1,0
12189,1,0,1,0
12190,1,0,1,0
12191,1,0,1,0
12192,1,0,1,0
12193,1,0,1,0
12194,1,0,1,0
12195,1,0,1,0
12196,1,0,1,0
12197,1,0,1,0
12198,1,0,1,0
12199,1,0,1,0
12200,1,0,1,0
12201,1,0,1,0
12202,1,0,1,0
12203,1,0,1,0
12204,1,0,1,0
12205,1,0,1,0
12206,1,0,1,0
12207,1,0,1,0
12208,1,0,1,0
12209,1,0,1,0
12210,1,0,1,0
12211,1,0,1,0
12212,1,0,1,0
12213,1,0,1,0
12214,1,0,1,0
12215,1,0,1,0
12216,1,0,1,0
12217,1,0,1,0
12218,1,0,1,0
12219,1,0,1,0
12220,1,0,1,0
12221,1,0,1,0
12222,1,0,1,0
12223,1,0,1,0
12224,1,0,1,0
12225,1,0,1,0
12226,1,0,1,0
12227,1,0,1,0
12228,1,0,1,0
12229,1,0,1,0
12230,1,0,1,0
12231,1,0,1,0
12232,1,0,1,0
12233,1,0,1,0
12234,1,0,1,0
12235,1,0,1,0
12236,1,0,1,0
12237,1,0,1,0
12238,1,0,1,0
12239,1,0,1,0
12240,1,0,1,0
12241,1,0,1,0
12242,1,0,1,0
12243,1,0,1,0
12244,1,0,1,0
12245,1,0,1,0
12246,1,0,1,0
12247,1,0,1,0
12248,1,0,1,0
12249,1,0,1,0
12250,1,0,1,0
12251,1,0,1,0
12252,1,0,1,0
12253,1,0,1,0
12254,1,0,1,0
12255,1,0,1,0
12256,1,0,1,0
12257,1,0,1,0
12258,1,0,1,0
12259,1,0,1,0
12260,1,0,1,0
12261,1,0,1,0
12262,1,0,1,0
12263,1,0,1,0
12264,1,0,1,0
12265,1,0,1,0
12266,1,0,1,0
12267,1,0,1,0
12268,1,0,1,0
12269,1,0,1,0
12270,1,0,1,0
12271,1,0,1,0
12272,1,0,1,0
12273,1,0,1,0
12274,1,0,1,0
12275,1,0,1,0
12276,1,0,1,0
12277,1,0,1,0
12278,1,0,1,0
12279,1,0,1,0
12280,1,0,1,0
12281,1,0,1,0
12282,1,0,1,0
12283,1,0,1,0
12284,1,0,1,0
12285,1,0,1,0
12286,1,0,1,0
12287,1,0,1,0
12288,1,0,1,0
12289,1,0,1,0
12290,1,0,1,0
12291,1,0,1,0
12292,1,0,1,0
12293,1,0,1,0
12294,1,0,1,0
12295,1,0,1,0
12296,1,0,1,0
12297,1,0,1,0
12298,1,0,1,0
12299,1,0,1,0
12300,1,0,1,0
12301,1,0,1,0
12302,1,0,1,0
12303,1,0,1,0
12304,1,0,1,0
12305,1,0,1,0
12306,1,0,1,0
12307,1,0,1,0
12308,1,0,1,0
12309,1,0,1,0
12310,1,0,1,0
12311,1,0,1,0
12312,1,0,1,0
12313,1,0,1,0
12314,1,0,1,0
12315,1,0,1,0
12316,1,0,1,0
12317,1,0,1,0
12318,1,0,1,0
12319,1,0,1,0
12320,1,0,1,0
12321,1,0,1,0
12322,1,0,1,0
12323,1,0,1,0
12324,1,0,1,0
12325,1,0,1,0
12326,1,0,1,0
12327,1,0,1,0
12328,1,0,1,0
12329,1,0,1,0
12330,1,0,1,0
12331,1,0,1,0
12332,1,0,1,0
12333,1,0,1,0
12334,1,0,1,0
12335,1,0,1,0
12336,1,0,1,0
12337,1,0,1,0
12338,1,0,1,0
12339,1,0,1,0
12340,1,0,1,0
12341,1,0,1,0
12342,1,0,1,0
12343,1,0,1,0
12344,1,0,1,0
12345,1,0,1,0
12346,1,0,1,0
12347,1,0,0,0
12348,1,0,0,0
12349,1,0,0,0
12350,1,0,0,0
12351,1,0,0,0
12352,1,0,0,0
12353,1,0,0,0
12354,1,0,0,0
12355,1,0,0,0
12356,1,0,0,0
12357,1,0,0,0
12358,1,0,0,0
12359,1,0,0,0
12360,1,0,0,0
12361,1,0,0,0
12362,1,0,0,0
12363,1,0,0,0
12364,1,0,0,0
12365,1,0,0,0
12366,1,0,0,0
12367,1,0,0,0
12368,1,0,0,0
12369,1,0,0,0
12370,1,0,0,0
12371,1,0,0,0
12372,1,0,0,0
12373,1,0,0,0
12374,1,0,0,0
12375,1,0,0,0
12376,1,0,0,0
12377,1,0,0,0
12378,1,0,0,0
12379,1,0,0,0
12380,1,0,0,0
12381,1,0,0,0
12382,1,0,0,0
12383,1,0,0,0
12384,1,0,0,0
12385,1,0,0,0
12386,1,0,0,0
12387,1,0,0,0
12388,1,0,0,0
12389,1,0,0,0
12390,1,0,0,0
12391,1,0,0,0
12392,1,0,0,0
12393,1,0,0,0
12394,1,0,0,0
12395,1,0,0,0
12396,1,0,0,0
12397,1,0,0,0
12398,1,0,0,0
12399,1,0,0,0
12400,1,0,0,0
12401,1,0,0,0
12402,1,0,0,0
12403,1,0,0,0
12404,1,0,0,0
12405,1,0,0,0
12406,1,0,0,0
12407,1,0,0,0
12408,1,0,0,0
12409,1,0,0,0
12410,1,0,0,0
12411,1,0,0,0
12412,1,0,0,0
12413,1,0,0,0
12414,1,0,0,0
12415,1,0,0,0
12416,1,0,0,0
12417,1,0,0,0
12418,1,0,0,0
12419,1,0,0,0
12420,1,0,0,0
12421,1,0,0,0
12422,1,0,0,0
12423,1,0,0,0
12424,1,0,0,0
12425,1,0,0,0
12426,1,0,0,0
12427,1,0,0,0
12428,1,0,0,0
12429,1,0,0,0
12430,1,0,0,0
12431,1,0,0,0
12432,1,0,0,0
12433,1,0,0,0
12434,1,0,0,0
12435,1,0,0,0
12436,1,0,0,0
12437,1,0,0,0
12438,1,0,0,0
12439,1,0,0,0
12440,1,0,0,0
12441,1,0,0,0
12442,1,0,0,0
12443,1,0,0,0
12444,1,0,0,0
12445,1,0,0,0
12446,1,0,0,0
12447,1,0,0,0
12448,1,0,0,0
12449,1,0,0,0
12450,1,0,0,0
12451,1,0,0,0
12452,1,0,0,0
12453,1,0,0,0
12454,1,0,0,0
12455,1,0,0,0
12456,1,0,0,0
12457,1,0,0,0
12458,1,0,0,0
13039,0,1,0,0
13040,0,1,0,0
13041,0,1,0,0
13042,0,1,0,0
13043,0,1,0,0
13044,0,1,0,0
13045,0,1,0,0
13046,0,1,0,0
13047,0,1,0,0
13048,0,1,0,0
13049,0,1,0,0
13050,0,1,0,0
13051,0,1,0,0
13052,0,1,0,0
13053,0,1,0,0
13054,0,1,0,0
13055,0,1,0,0
13056,0,1,0,0
13057,0,1,0,0
13058,0,1,0,0
13059,0,1,0,0
13060,0,1,0,0
13061,0,1,0,0
13062,0,1,0,0
13063,0,1,0,0
13064,0,1,0,0
13065,0,1,0,0
13066,0,1,0,0
13067,0,1,0,0
13068,0,1,0,0
13069,0,1,0,0
13070,0,1,0,0
13071,0,1,0,0
13072,0,1,0,0
13073,0,1,0,0
13074,0,1,0,0
13075,0,1,0,0
13076,0,1,0,0
13077,0,1,0,0
13078,0,1,0,0
13079,0,1,0,0
13080,0,1,0,0
13081,0,1,0,0
13082,0,1,0,0
13083,0,1,0,0
13084,0,1,0,0
13085,0,1,0,0
13086,0,1,0,0
13087,0,1,0,0
13088,0,1,0,0
13089,0,1,0,0
13090,0,1,0,0
13091,0,1,0,0
13092,0,1,0,0
13093,0,1,0,0
13094,0,1,0,0
13095,0,1,0,0
13096,0,1,0,0
13097,0,1,0,0
13098,0,1,0,0
13099,0,1,0,0
13100,0,1,0,0
13101,0,1,0,0
13102,0,1,0,0
13103,0,1,0,0
13104,0,1,0,0
13105,0,1,0,0
13106,0,1,0,0
13107,0,1,0,0
13108,0,1,0,0
13109,0,1,0,0
13110,0,1,0,0
